               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  36,             0.85326,              0.4036,              1.1895,             0.98649,             0.97682,              0.9919,             0.84787,                   0,                   0,                   0,           0.0006535,           0.0006535,           0.0006535
                  37,             0.85541,             0.39822,              1.1895,             0.98645,             0.98055,             0.99194,             0.85459,                   0,                   0,                   0,           0.0006436,           0.0006436,           0.0006436
                  38,             0.84415,              0.3946,              1.1839,             0.98752,             0.97872,             0.99218,              0.8601,                   0,                   0,                   0,           0.0006337,           0.0006337,           0.0006337
                  39,             0.83136,             0.38739,              1.1852,             0.98685,              0.9808,             0.99206,             0.84509,                   0,                   0,                   0,           0.0006238,           0.0006238,           0.0006238
                  40,             0.84089,              0.3908,              1.1811,             0.98222,             0.97994,             0.99194,             0.86226,                   0,                   0,                   0,           0.0006139,           0.0006139,           0.0006139
                  41,             0.82759,             0.38691,               1.175,             0.98431,             0.97781,             0.98905,             0.85111,                   0,                   0,                   0,            0.000604,            0.000604,            0.000604
                  42,             0.83597,             0.39222,              1.1821,             0.98737,             0.97434,             0.99139,             0.85832,                   0,                   0,                   0,           0.0005941,           0.0005941,           0.0005941
                  43,             0.84023,             0.38302,              1.1738,             0.98814,             0.97994,             0.99186,             0.86637,                   0,                   0,                   0,           0.0005842,           0.0005842,           0.0005842
                  44,             0.80915,              0.3797,               1.169,             0.98655,             0.98176,             0.99245,             0.86131,                   0,                   0,                   0,           0.0005743,           0.0005743,           0.0005743
                  45,             0.80931,             0.37734,              1.1708,             0.98494,             0.97387,             0.99128,               0.859,                   0,                   0,                   0,           0.0005644,           0.0005644,           0.0005644
                  46,             0.81288,             0.37773,              1.1669,             0.98828,             0.97363,             0.99201,             0.85911,                   0,                   0,                   0,           0.0005545,           0.0005545,           0.0005545
                  47,             0.81478,             0.37656,              1.1707,             0.98358,             0.98237,             0.99192,              0.8576,                   0,                   0,                   0,           0.0005446,           0.0005446,           0.0005446
                  48,             0.81508,             0.37077,              1.1647,             0.98265,               0.981,             0.99222,             0.86906,                   0,                   0,                   0,           0.0005347,           0.0005347,           0.0005347
                  49,             0.81481,             0.36879,              1.1635,             0.98741,             0.97629,             0.99197,             0.86392,                   0,                   0,                   0,           0.0005248,           0.0005248,           0.0005248
                  50,               0.817,             0.36704,                1.17,             0.98796,             0.97293,             0.99145,             0.86149,                   0,                   0,                   0,           0.0005149,           0.0005149,           0.0005149
                  51,             0.80098,             0.36673,              1.1665,             0.98616,             0.97473,             0.99144,             0.86588,                   0,                   0,                   0,            0.000505,            0.000505,            0.000505
                  52,             0.78375,              0.3614,              1.1488,             0.98595,             0.98097,             0.99217,             0.87418,                   0,                   0,                   0,           0.0004951,           0.0004951,           0.0004951
                  53,             0.78218,             0.36384,              1.1555,             0.98546,             0.98055,             0.99168,             0.86805,                   0,                   0,                   0,           0.0004852,           0.0004852,           0.0004852
                  54,             0.79046,             0.36125,               1.158,             0.98687,             0.97994,             0.99225,             0.87146,                   0,                   0,                   0,           0.0004753,           0.0004753,           0.0004753
                  55,             0.77313,             0.35898,              1.1477,             0.98866,              0.9807,             0.99243,             0.87107,                   0,                   0,                   0,           0.0004654,           0.0004654,           0.0004654
                  56,             0.77695,             0.35261,              1.1485,             0.98863,             0.97755,             0.99256,             0.87072,                   0,                   0,                   0,           0.0004555,           0.0004555,           0.0004555
                  57,             0.76082,              0.3462,              1.1431,              0.9866,             0.98146,             0.99246,             0.87131,                   0,                   0,                   0,           0.0004456,           0.0004456,           0.0004456
                  58,             0.77476,             0.34958,              1.1472,             0.98808,             0.98228,             0.99293,             0.87245,                   0,                   0,                   0,           0.0004357,           0.0004357,           0.0004357
                  59,             0.76549,             0.34695,              1.1446,             0.98596,             0.98202,             0.99256,             0.87402,                   0,                   0,                   0,           0.0004258,           0.0004258,           0.0004258
                  60,              0.7716,             0.34475,              1.1472,             0.98822,             0.98024,             0.99225,             0.87626,                   0,                   0,                   0,           0.0004159,           0.0004159,           0.0004159
                  61,             0.75925,             0.33955,              1.1421,             0.98568,             0.98329,             0.99244,             0.87549,                   0,                   0,                   0,            0.000406,            0.000406,            0.000406
                  62,             0.76852,              0.3453,              1.1467,             0.99078,             0.98007,             0.99253,             0.87383,                   0,                   0,                   0,           0.0003961,           0.0003961,           0.0003961
                  63,             0.76434,             0.34263,              1.1434,             0.98998,             0.98085,             0.99257,             0.87025,                   0,                   0,                   0,           0.0003862,           0.0003862,           0.0003862
                  64,             0.76587,             0.33752,              1.1426,             0.98869,             0.98322,             0.99282,             0.87901,                   0,                   0,                   0,           0.0003763,           0.0003763,           0.0003763
                  65,             0.74723,             0.33577,              1.1383,             0.98804,              0.9791,             0.99257,             0.88057,                   0,                   0,                   0,           0.0003664,           0.0003664,           0.0003664
                  66,             0.73905,              0.3355,              1.1345,             0.98897,             0.98107,             0.99249,             0.87533,                   0,                   0,                   0,           0.0003565,           0.0003565,           0.0003565
                  67,             0.73207,             0.32779,              1.1415,             0.98917,             0.98328,             0.99283,             0.88342,                   0,                   0,                   0,           0.0003466,           0.0003466,           0.0003466
                  68,             0.73813,             0.33535,              1.1339,             0.98795,              0.9845,             0.99249,             0.87604,                   0,                   0,                   0,           0.0003367,           0.0003367,           0.0003367
                  69,             0.73468,             0.33374,              1.1332,             0.98451,             0.98632,             0.99258,             0.87813,                   0,                   0,                   0,           0.0003268,           0.0003268,           0.0003268
                  70,             0.73059,              0.3289,              1.1355,             0.98899,             0.98298,             0.99257,             0.87938,                   0,                   0,                   0,           0.0003169,           0.0003169,           0.0003169
                  71,             0.73231,             0.32831,              1.1295,             0.98475,             0.98815,             0.99235,             0.88428,                   0,                   0,                   0,            0.000307,            0.000307,            0.000307
                  72,             0.72813,             0.32807,               1.127,             0.98421,             0.98513,             0.99283,             0.87747,                   0,                   0,                   0,           0.0002971,           0.0002971,           0.0002971
                  73,             0.73372,             0.32539,              1.1311,             0.98988,             0.98123,             0.99271,             0.88809,                   0,                   0,                   0,           0.0002872,           0.0002872,           0.0002872
                  74,             0.72187,             0.32456,              1.1293,             0.98367,             0.98839,             0.99281,             0.88482,                   0,                   0,                   0,           0.0002773,           0.0002773,           0.0002773
                  75,             0.72501,             0.31989,              1.1296,             0.98811,             0.98535,             0.99309,             0.88528,                   0,                   0,                   0,           0.0002674,           0.0002674,           0.0002674
                  76,             0.70547,             0.31432,              1.1197,              0.9869,             0.98436,             0.99269,             0.88339,                   0,                   0,                   0,           0.0002575,           0.0002575,           0.0002575
                  77,             0.72193,             0.32088,              1.1205,             0.98901,             0.98419,             0.99312,             0.88608,                   0,                   0,                   0,           0.0002476,           0.0002476,           0.0002476
                  78,             0.70691,             0.31785,              1.1207,             0.98883,              0.9848,             0.99321,              0.8845,                   0,                   0,                   0,           0.0002377,           0.0002377,           0.0002377
                  79,             0.70013,             0.31179,              1.1194,             0.98813,              0.9848,             0.99313,             0.88752,                   0,                   0,                   0,           0.0002278,           0.0002278,           0.0002278
                  80,             0.70758,             0.31177,              1.1176,             0.98992,             0.98531,             0.99282,              0.8835,                   0,                   0,                   0,           0.0002179,           0.0002179,           0.0002179
                  81,             0.70634,             0.31506,              1.1218,              0.9902,               0.983,             0.99271,              0.8858,                   0,                   0,                   0,            0.000208,            0.000208,            0.000208
                  82,             0.71423,             0.31575,              1.1208,              0.9881,             0.98461,             0.99279,             0.88437,                   0,                   0,                   0,           0.0001981,           0.0001981,           0.0001981
                  83,              0.6997,             0.31004,              1.1076,             0.98739,             0.98602,             0.99294,             0.88702,                   0,                   0,                   0,           0.0001882,           0.0001882,           0.0001882
                  84,             0.68553,             0.30149,              1.1143,             0.98783,             0.98511,              0.9928,             0.88967,                   0,                   0,                   0,           0.0001783,           0.0001783,           0.0001783
                  85,             0.69387,             0.31029,              1.1109,             0.98991,             0.98602,             0.99294,             0.88911,                   0,                   0,                   0,           0.0001684,           0.0001684,           0.0001684
                  86,             0.69491,             0.30861,              1.1129,             0.98691,             0.98542,              0.9929,             0.89133,                   0,                   0,                   0,           0.0001585,           0.0001585,           0.0001585
                  87,             0.69063,             0.30279,              1.1138,             0.98854,             0.98663,             0.99311,              0.8914,                   0,                   0,                   0,           0.0001486,           0.0001486,           0.0001486
                  88,             0.70251,             0.30629,              1.1127,             0.98872,             0.98532,             0.99288,             0.88929,                   0,                   0,                   0,           0.0001387,           0.0001387,           0.0001387
                  89,             0.69073,             0.30502,              1.1068,             0.98937,             0.98632,             0.99295,             0.89062,                   0,                   0,                   0,           0.0001288,           0.0001288,           0.0001288
                  90,             0.68474,             0.30015,               1.115,              0.9878,             0.98663,              0.9928,              0.8921,                   0,                   0,                   0,           0.0001189,           0.0001189,           0.0001189
                  91,             0.68044,             0.29829,              1.1099,             0.98794,             0.98723,             0.99277,             0.89119,                   0,                   0,                   0,            0.000109,            0.000109,            0.000109
                  92,             0.68517,               0.299,              1.1089,             0.98844,             0.98717,              0.9929,              0.8923,                   0,                   0,                   0,            9.91e-05,            9.91e-05,            9.91e-05
                  93,             0.68077,              0.2975,              1.1041,             0.98752,             0.98626,             0.99288,             0.89124,                   0,                   0,                   0,            8.92e-05,            8.92e-05,            8.92e-05
                  94,             0.67639,             0.29399,               1.102,             0.98848,             0.98663,               0.993,             0.89234,                   0,                   0,                   0,            7.93e-05,            7.93e-05,            7.93e-05
                  95,             0.65615,              0.2868,              1.0957,             0.98875,             0.98693,             0.99291,              0.8918,                   0,                   0,                   0,            6.94e-05,            6.94e-05,            6.94e-05
                  96,             0.66281,             0.29194,              1.0962,             0.98667,             0.98967,               0.993,             0.89391,                   0,                   0,                   0,            5.95e-05,            5.95e-05,            5.95e-05
                  97,             0.65626,             0.28626,              1.0936,             0.98843,             0.98657,             0.99302,             0.89296,                   0,                   0,                   0,            4.96e-05,            4.96e-05,            4.96e-05
                  98,             0.65346,             0.28815,              1.0897,             0.98972,             0.98602,             0.99297,             0.89366,                   0,                   0,                   0,            3.97e-05,            3.97e-05,            3.97e-05
                  99,             0.65831,             0.28659,              1.0969,             0.98668,             0.98815,             0.99292,             0.89317,                   0,                   0,                   0,            2.98e-05,            2.98e-05,            2.98e-05
