               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              2.0966,             0.86638,              2.0336,             0.92556,             0.84339,             0.89611,             0.46286,                   0,                   0,                   0,             0.06714,          0.00033192,          0.00033192
                   1,                1.97,             0.76563,              1.7365,             0.93003,             0.86059,             0.91084,             0.49515,                   0,                   0,                   0,            0.034107,          0.00063232,          0.00063232
                   2,              1.9509,             0.75135,              1.7076,             0.93631,             0.87064,              0.9205,              0.5095,                   0,                   0,                   0,            0.001041,          0.00089973,          0.00089973
                   3,              1.9102,             0.75368,              1.6975,             0.93298,             0.87141,             0.91885,             0.50727,                   0,                   0,                   0,           0.0008515,           0.0008515,           0.0008515
                   4,              1.8855,             0.75407,              1.7032,             0.94145,             0.87969,             0.92442,             0.52202,                   0,                   0,                   0,           0.0008515,           0.0008515,           0.0008515
                   5,              1.8684,             0.72662,              1.6865,             0.94002,             0.88766,             0.93061,              0.5379,                   0,                   0,                   0,            0.000802,            0.000802,            0.000802
                   6,               1.831,             0.70944,              1.6855,             0.94743,             0.89085,             0.93342,             0.53882,                   0,                   0,                   0,           0.0007525,           0.0007525,           0.0007525
                   7,              1.8147,             0.71475,              1.6757,             0.94955,             0.89664,             0.93819,             0.53986,                   0,                   0,                   0,            0.000703,            0.000703,            0.000703
                   8,              1.7883,             0.69588,              1.6886,              0.9474,             0.90089,             0.93661,             0.54358,                   0,                   0,                   0,           0.0006535,           0.0006535,           0.0006535
                   9,              1.7829,             0.67684,              1.6878,             0.94858,             0.90233,             0.93947,             0.55337,                   0,                   0,                   0,            0.000604,            0.000604,            0.000604
                  10,              1.7567,             0.66719,              1.6546,             0.95015,             0.89909,             0.93966,             0.55282,                   0,                   0,                   0,           0.0005545,           0.0005545,           0.0005545
                  11,               1.739,             0.66131,              1.6261,             0.95076,             0.89719,             0.93969,             0.55774,                   0,                   0,                   0,            0.000505,            0.000505,            0.000505
                  12,              1.7177,             0.65515,              1.6246,             0.94742,             0.91144,             0.94407,             0.56443,                   0,                   0,                   0,           0.0004555,           0.0004555,           0.0004555
                  13,              1.6947,             0.64376,              1.6172,             0.94758,             0.90423,             0.94245,             0.56461,                   0,                   0,                   0,            0.000406,            0.000406,            0.000406
                  14,              1.6918,              0.6341,               1.591,             0.94323,             0.91247,             0.94324,             0.56768,                   0,                   0,                   0,           0.0003565,           0.0003565,           0.0003565
                  15,              1.6634,              0.6241,              1.5987,             0.95007,             0.90619,             0.94429,             0.57107,                   0,                   0,                   0,            0.000307,            0.000307,            0.000307
                  16,              1.6378,             0.61494,              1.5774,             0.95572,             0.90848,             0.94736,             0.57629,                   0,                   0,                   0,           0.0002575,           0.0002575,           0.0002575
                  17,              1.6244,             0.60607,              1.5745,             0.95325,             0.90758,             0.94583,             0.57539,                   0,                   0,                   0,            0.000208,            0.000208,            0.000208
                  18,              1.6034,             0.60208,              1.5759,             0.94937,             0.91225,              0.9469,             0.57777,                   0,                   0,                   0,           0.0001585,           0.0001585,           0.0001585
                  19,              1.5852,             0.59089,              1.5613,             0.94877,               0.913,             0.94789,             0.57697,                   0,                   0,                   0,            0.000109,            0.000109,            0.000109
