                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                0.66515,                0.33804,                0.96948,                0.98569,                0.98414,                0.99296,                0.85593,                0.64422,                0.28494,                0.99451,              0.0008317,              0.0008317,              0.0008317
                     19,                0.65194,                0.33008,                0.96849,                0.97913,                0.98414,                 0.9932,                0.83592,                0.69941,                0.30667,                 1.0446,              0.0008218,              0.0008218,              0.0008218
                     20,                0.65564,                0.32971,                0.95765,                 0.9836,                0.98413,                 0.9931,                0.84734,                0.64128,                0.28696,                 1.0109,              0.0008119,              0.0008119,              0.0008119
                     21,                0.64559,                0.32439,                0.95633,                0.98571,                 0.9857,                0.99328,                0.85527,                0.64162,                0.28388,                0.98864,               0.000802,               0.000802,               0.000802
                     22,                0.64801,                 0.3324,                0.95944,                0.98782,                0.98631,                0.99335,                0.84768,                0.65633,                0.29527,                0.98662,              0.0007921,              0.0007921,              0.0007921
                     23,                0.65034,                0.32609,                0.96058,                0.98868,                0.98216,                 0.9933,                 0.8505,                0.65771,                0.28616,                 1.0048,              0.0007822,              0.0007822,              0.0007822
                     24,                0.64238,                0.32044,                0.96413,                0.98476,                0.98784,                  0.993,                0.85059,                0.64917,                0.28386,                 1.0155,              0.0007723,              0.0007723,              0.0007723
                     25,                0.62948,                0.31993,                0.94906,                0.98689,                0.98391,                0.99322,                0.85085,                0.64374,                0.30612,                 0.9861,              0.0007624,              0.0007624,              0.0007624
                     26,                0.64195,                0.31536,                0.95627,                0.98784,                0.98798,                0.99289,                0.85298,                0.64703,                0.28466,                0.99216,              0.0007525,              0.0007525,              0.0007525
                     27,                0.64565,                0.31994,                0.96256,                0.98543,                0.98688,                0.99282,                0.85908,                 0.6299,                0.27887,                0.99946,              0.0007426,              0.0007426,              0.0007426
                     28,                0.62737,                0.31212,                0.95936,                 0.9875,                0.98448,                0.99331,                0.86284,                0.62572,                0.26997,                 0.9912,              0.0007327,              0.0007327,              0.0007327
                     29,                 0.6275,                0.31106,                0.94734,                0.98845,                0.98887,                0.99345,                0.85882,                0.63414,                0.27658,                0.96449,              0.0007228,              0.0007228,              0.0007228
                     30,                0.61316,                0.30777,                0.93896,                0.98768,                0.98602,                0.99335,                0.86155,                0.62037,                0.26576,                0.98351,              0.0007129,              0.0007129,              0.0007129
                     31,                0.62003,                0.30326,                0.95371,                0.98755,                0.98821,                0.99314,                0.86456,                0.60989,                0.26368,                0.98472,               0.000703,               0.000703,               0.000703
                     32,                0.61283,                0.30696,                0.94961,                0.98911,                0.98511,                0.99349,                0.85764,                0.63408,                0.27455,                0.99862,              0.0006931,              0.0006931,              0.0006931
                     33,                0.60912,                0.29957,                0.93933,                0.98718,                0.98663,                 0.9931,                0.85079,                0.63315,                0.27895,                0.96417,              0.0006832,              0.0006832,              0.0006832
                     34,                0.61788,                 0.3033,                0.93962,                0.98879,                 0.9917,                0.99364,                0.86865,                0.62111,                0.26626,                0.98123,              0.0006733,              0.0006733,              0.0006733
                     35,                0.61087,                0.29902,                0.93556,                0.98312,                 0.9913,                0.99294,                0.86944,                 0.6149,                0.26251,                0.97322,              0.0006634,              0.0006634,              0.0006634
                     36,                0.60883,                0.29917,                0.94659,                0.98499,                0.99088,                0.99365,                0.86474,                 0.6099,                0.27316,                0.98511,              0.0006535,              0.0006535,              0.0006535
                     37,                0.59726,                0.29603,                 0.9336,                0.98878,                0.99109,                0.99346,                0.87022,                 0.6051,                0.26086,                0.98102,              0.0006436,              0.0006436,              0.0006436
                     38,                0.59748,                0.29325,                0.93975,                0.98929,                0.99149,                0.99368,                0.86838,                0.59594,                0.25901,                0.96609,              0.0006337,              0.0006337,              0.0006337
                     39,                0.59766,                0.29548,                0.93833,                0.98697,                0.98997,                0.99337,                0.86129,                 0.6244,                0.26464,                0.99293,              0.0006238,              0.0006238,              0.0006238
                     40,                0.59612,                0.29121,                0.93734,                0.98842,                0.98845,                0.99339,                0.87221,                0.61766,                0.26125,                0.99915,              0.0006139,              0.0006139,              0.0006139
                     41,                 0.5937,                0.29052,                 0.9335,                 0.9897,                0.99027,                0.99361,                0.87625,                0.60078,                0.25839,                0.98303,               0.000604,               0.000604,               0.000604
                     42,                0.58862,                0.29113,                0.94394,                0.98816,                0.98894,                0.99298,                0.88104,                0.59908,                0.25819,                0.97848,              0.0005941,              0.0005941,              0.0005941
                     43,                0.58042,                 0.2874,                0.93305,                0.98644,                0.99301,                0.99357,                0.87351,                0.59302,                0.25196,                0.96706,              0.0005842,              0.0005842,              0.0005842
                     44,                 0.5836,                0.28266,                0.93618,                0.99048,                 0.9845,                0.99353,                0.86483,                0.61602,                0.25607,                0.99398,              0.0005743,              0.0005743,              0.0005743
                     45,                0.58377,                0.28608,                0.93636,                0.98909,                0.99179,                0.99326,                0.87196,                0.60285,                 0.2536,                0.97145,              0.0005644,              0.0005644,              0.0005644
                     46,                0.58117,                0.28512,                 0.9275,                0.98848,                0.99069,                 0.9938,                0.87782,                0.59561,                0.25377,                0.96602,              0.0005545,              0.0005545,              0.0005545
                     47,                0.58367,                0.28052,                0.92896,                0.98627,                0.99119,                0.99346,                0.87562,                0.59802,                0.24823,                0.96342,              0.0005446,              0.0005446,              0.0005446
                     48,                0.57983,                0.28062,                0.92397,                0.98791,                0.99363,                 0.9936,                0.87553,                0.59504,                0.24823,                0.96491,              0.0005347,              0.0005347,              0.0005347
                     49,                0.57456,                0.28063,                0.92845,                0.98285,                0.99483,                0.99345,                0.86978,                0.59869,                0.25542,                0.97324,              0.0005248,              0.0005248,              0.0005248
                     50,                 0.5747,                 0.2795,                0.93036,                0.98843,                0.98936,                0.99359,                0.88221,                0.58934,                0.24622,                0.97818,              0.0005149,              0.0005149,              0.0005149
                     51,                0.57629,                0.27758,                0.92436,                0.99148,                0.98989,                0.99396,                0.87908,                0.59509,                0.24589,                0.97365,               0.000505,               0.000505,               0.000505
                     52,                0.56858,                0.26943,                0.93022,                0.98876,                 0.9895,                0.99382,                0.87316,                0.59903,                0.24775,                0.97923,              0.0004951,              0.0004951,              0.0004951
                     53,                 0.5665,                0.27056,                0.92494,                0.99083,                0.98997,                0.99351,                0.87799,                  0.602,                0.24663,                 0.9802,              0.0004852,              0.0004852,              0.0004852
                     54,                0.56756,                0.27409,                0.91903,                0.98813,                0.99058,                0.99379,                0.87869,                0.59328,                0.24833,                0.96934,              0.0004753,              0.0004753,              0.0004753
                     55,                0.55692,                0.27136,                0.92025,                 0.9867,                0.99185,                 0.9938,                0.87383,                0.60014,                0.25092,                0.96791,              0.0004654,              0.0004654,              0.0004654
                     56,                0.56479,                0.26953,                0.91873,                0.98908,                0.99145,                0.99375,                0.87492,                0.59201,                0.24328,                0.97194,              0.0004555,              0.0004555,              0.0004555
                     57,                0.54828,                 0.2637,                0.91602,                0.99085,                0.98768,                0.99374,                0.87928,                0.59836,                0.24214,                0.96794,              0.0004456,              0.0004456,              0.0004456
                     58,                0.56098,                 0.2732,                0.92039,                0.98821,                0.99327,                0.99355,                0.87922,                 0.5883,                0.23985,                0.97675,              0.0004357,              0.0004357,              0.0004357
                     59,                0.54978,                0.26699,                0.91674,                0.98969,                0.99182,                 0.9938,                0.87682,                0.58491,                0.23925,                0.97232,              0.0004258,              0.0004258,              0.0004258
                     60,                0.54346,                0.26104,                0.91031,                0.99177,                0.98948,                0.99385,                0.88097,                0.58815,                0.24041,                0.96793,              0.0004159,              0.0004159,              0.0004159
                     61,                 0.5492,                 0.2655,                0.91527,                0.99208,                0.98954,                0.99379,                 0.8844,                0.58698,                0.23964,                0.96544,               0.000406,               0.000406,               0.000406
                     62,                0.54371,                0.26109,                0.91285,                 0.9891,                0.99297,                0.99393,                0.87432,                0.59128,                0.23904,                 0.9682,              0.0003961,              0.0003961,              0.0003961
                     63,                0.55183,                0.26412,                0.91746,                0.98968,                0.99453,                0.99408,                0.88559,                0.57426,                0.23569,                0.96743,              0.0003862,              0.0003862,              0.0003862
                     64,                0.53725,                0.25741,                0.91305,                0.98969,                0.99169,                0.99392,                0.88191,                0.58186,                0.23754,                0.96663,              0.0003763,              0.0003763,              0.0003763
                     65,                0.54145,                0.25554,                0.90981,                0.99009,                 0.9924,                0.99381,                0.88284,                0.58618,                0.23557,                0.96608,              0.0003664,              0.0003664,              0.0003664
                     66,                0.53844,                0.25632,                0.91183,                0.99195,                0.99088,                0.99354,                0.88101,                0.58962,                0.23715,                 0.9634,              0.0003565,              0.0003565,              0.0003565
                     67,                0.53685,                0.25734,                0.89993,                0.99252,                0.98845,                0.99392,                0.88313,                 0.5844,                0.23524,                0.95565,              0.0003466,              0.0003466,              0.0003466
                     68,                0.52839,                0.25119,                0.89461,                0.98967,                0.99054,                0.99362,                0.88365,                0.58031,                0.23361,                0.94015,              0.0003367,              0.0003367,              0.0003367
                     69,                 0.5281,                0.25197,                0.89257,                0.98999,                0.99162,                0.99398,                0.87587,                0.58871,                0.23442,                0.94713,              0.0003268,              0.0003268,              0.0003268
                     70,                0.53723,                0.25476,                0.90517,                0.98898,                 0.9924,                0.99402,                0.87755,                0.58185,                0.23617,                0.95063,              0.0003169,              0.0003169,              0.0003169
                     71,                0.53575,                0.25543,                0.90409,                0.99027,                0.98968,                0.99383,                0.87956,                0.58383,                0.23219,                0.97263,               0.000307,               0.000307,               0.000307
                     72,                  0.523,                0.24805,                0.90344,                0.99045,                 0.9921,                0.99393,                0.88258,                0.57784,                0.22725,                0.96396,              0.0002971,              0.0002971,              0.0002971
                     73,                0.51151,                0.24291,                0.89816,                0.98908,                0.99095,                0.99377,                0.88025,                0.57374,                0.23051,                0.95942,              0.0002872,              0.0002872,              0.0002872
                     74,                0.50851,                0.24728,                0.89407,                0.98731,                0.99322,                0.99364,                0.88105,                0.58042,                0.23084,                  0.964,              0.0002773,              0.0002773,              0.0002773
                     75,                0.50979,                0.24305,                0.89453,                0.98821,                0.99324,                 0.9937,                0.88093,                0.58585,                0.23264,                0.96286,              0.0002674,              0.0002674,              0.0002674
                     76,                0.51731,                0.24623,                0.89035,                0.98805,                0.99271,                0.99387,                0.88488,                0.57902,                0.22831,                 0.9476,              0.0002575,              0.0002575,              0.0002575
                     77,                0.51156,                0.24335,                0.88652,                0.98632,                0.99422,                0.99368,                0.87974,                0.58109,                0.22784,                0.95249,              0.0002476,              0.0002476,              0.0002476
                     78,                0.49655,                0.23276,                0.88501,                0.98862,                0.99119,                0.99379,                0.88239,                0.58071,                0.22837,                 0.9556,              0.0002377,              0.0002377,              0.0002377
                     79,                0.50528,                0.24139,                0.89203,                0.98909,                0.99241,                0.99355,                0.88358,                0.57946,                 0.2272,                0.96026,              0.0002278,              0.0002278,              0.0002278
                     80,                0.50157,                0.23596,                0.89241,                0.98583,                0.99395,                 0.9936,                0.88709,                 0.5739,                0.22361,                0.96128,              0.0002179,              0.0002179,              0.0002179
                     81,                0.49247,                0.23341,                0.88285,                  0.987,                0.99209,                0.99387,                0.88881,                0.57712,                0.22681,                0.95229,               0.000208,               0.000208,               0.000208
                     82,                0.49631,                0.23417,                0.88586,                0.98909,                 0.9924,                0.99375,                0.88879,                0.57251,                0.22293,                0.95158,              0.0001981,              0.0001981,              0.0001981
                     83,                 0.4839,                 0.2277,                0.88837,                0.99268,                0.98944,                0.99368,                0.89207,                0.56827,                0.22123,                0.95274,              0.0001882,              0.0001882,              0.0001882
                     84,                0.48555,                0.23072,                 0.8847,                0.99088,                0.99086,                0.99362,                0.88511,                0.57403,                0.22234,                 0.9505,              0.0001783,              0.0001783,              0.0001783
                     85,                0.48776,                0.22644,                0.88257,                0.99057,                0.98998,                 0.9938,                0.88719,                0.57344,                0.22338,                0.95907,              0.0001684,              0.0001684,              0.0001684
                     86,                0.48048,                0.22465,                0.87719,                0.99088,                0.99061,                0.99358,                0.88811,                0.57725,                0.22238,                0.95929,              0.0001585,              0.0001585,              0.0001585
                     87,                0.48168,                0.22736,                 0.8856,                0.98877,                0.99271,                0.99373,                 0.8829,                0.57788,                0.22499,                0.96418,              0.0001486,              0.0001486,              0.0001486
                     88,                0.48432,                0.22799,                 0.8858,                0.99179,                0.99188,                0.99372,                0.88659,                0.57567,                0.22105,                0.96462,              0.0001387,              0.0001387,              0.0001387
                     89,                0.47732,                0.22194,                0.88048,                0.99059,                0.99226,                0.99369,                0.89056,                0.56929,                0.21692,                0.96232,              0.0001288,              0.0001288,              0.0001288
                     90,                0.46819,                0.21585,                0.87591,                 0.9915,                0.99237,                0.99378,                 0.8891,                0.57296,                0.21736,                0.96296,              0.0001189,              0.0001189,              0.0001189
                     91,                0.46518,                0.20549,                0.88395,                 0.9879,                0.99283,                0.99369,                0.89289,                0.55851,                  0.219,                  0.963,               0.000109,               0.000109,               0.000109
                     92,                0.45302,                0.20015,                 0.8747,                0.99117,                 0.9921,                 0.9938,                0.89692,                0.55751,                0.21617,                0.95908,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                0.44477,                0.19508,                0.87034,                0.99206,                 0.9921,                0.99377,                0.89856,                0.55854,                0.21585,                 0.9608,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                0.44783,                 0.1967,                 0.8754,                0.99156,                0.99149,                0.99391,                0.89882,                0.55661,                 0.2136,                0.96366,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                0.44072,                0.19223,                0.86765,                0.99148,                0.99179,                 0.9938,                0.89937,                0.55803,                0.21403,                0.96051,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                0.43921,                0.19365,                0.86792,                 0.9924,                0.99261,                0.99376,                0.89779,                0.55729,                0.21357,                0.95802,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                0.43678,                0.19212,                0.86684,                 0.9921,                0.99297,                 0.9938,                0.89812,                0.55538,                0.21337,                0.96027,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                0.43396,                0.18982,                0.86495,                0.99189,                0.99301,                0.99388,                0.89893,                0.55243,                  0.211,                0.95906,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                0.42893,                0.18683,                 0.8678,                 0.9915,                0.99276,                0.99395,                0.90049,                0.55261,                0.21002,                0.95872,               2.98e-05,               2.98e-05,               2.98e-05
                    100,                0.42935,                0.18868,                0.86407,                0.99099,                0.99301,                0.99381,                0.89882,                0.55417,                0.21072,                0.95798,               1.99e-05,               1.99e-05,               1.99e-05
