                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                0.62779,                0.30908,                0.94077,                0.98934,                0.98936,                0.99311,                0.87096,                0.61443,                0.26364,                0.97662,              0.0007426,              0.0007426,              0.0007426
                     28,                0.61608,                0.30493,                0.94188,                0.98752,                0.99027,                0.99303,                0.86437,                0.61818,                0.26751,                0.96276,              0.0007327,              0.0007327,              0.0007327
                     29,                0.61362,                0.30135,                0.93868,                 0.9854,                0.98997,                0.99382,                0.86041,                0.63099,                0.26643,                0.98863,              0.0007228,              0.0007228,              0.0007228
                     30,                0.60481,                0.29848,                0.93882,                0.98678,                0.98906,                0.99305,                0.86655,                0.62587,                0.26221,                 0.9982,              0.0007129,              0.0007129,              0.0007129
                     31,                0.61593,                0.29675,                0.94596,                 0.9875,                0.98875,                0.99318,                0.86811,                 0.6038,                0.26497,                0.97562,               0.000703,               0.000703,               0.000703
                     32,                0.60456,                0.29666,                0.94125,                 0.9857,                0.99271,                0.99355,                0.86468,                0.61984,                0.26154,                0.98505,              0.0006931,              0.0006931,              0.0006931
                     33,                0.59659,                0.29413,                0.93355,                0.98579,                0.99085,                0.99336,                0.86897,                  0.608,                0.26495,                 0.9748,              0.0006832,              0.0006832,              0.0006832
                     34,                0.60348,                 0.2928,                0.93021,                0.98904,                 0.9874,                0.99289,                0.87241,                0.61587,                0.25948,                0.96296,              0.0006733,              0.0006733,              0.0006733
                     35,                0.59734,                0.28965,                 0.9243,                0.98668,                0.99087,                 0.9933,                0.86793,                0.61158,                0.25872,                0.97077,              0.0006634,              0.0006634,              0.0006634
                     36,                0.59084,                0.28753,                0.92534,                0.98464,                0.98875,                0.99335,                 0.8671,                 0.6067,                0.26158,                0.96154,              0.0006535,              0.0006535,              0.0006535
                     37,                0.57983,                0.28467,                0.91634,                0.98729,                0.99183,                 0.9932,                0.87585,                 0.6021,                 0.2564,                0.94866,              0.0006436,              0.0006436,              0.0006436
                     38,                0.59214,                0.28934,                0.92486,                0.99055,                0.98767,                0.99359,                0.87216,                0.61171,                0.25893,                0.96528,              0.0006337,              0.0006337,              0.0006337
                     39,                0.58947,                0.28905,                0.92885,                 0.9875,                0.98936,                0.99342,                0.86283,                0.62699,                0.26539,                0.97992,              0.0006238,              0.0006238,              0.0006238
                     40,                0.58136,                0.28247,                0.91911,                0.98896,                0.98875,                0.99382,                0.87633,                0.59475,                0.24977,                0.96047,              0.0006139,              0.0006139,              0.0006139
                     41,                0.58119,                0.28076,                 0.9151,                0.98723,                0.98708,                0.99325,                0.87472,                0.58873,                0.24803,                0.93954,               0.000604,               0.000604,               0.000604
                     42,                0.57661,                0.28087,                0.91465,                0.98617,                0.99058,                0.99335,                0.86762,                 0.6226,                0.25566,                0.95747,              0.0005941,              0.0005941,              0.0005941
                     43,                 0.5758,                0.27883,                0.90786,                0.98761,                0.99367,                0.99344,                0.87317,                0.58578,                0.24329,                0.93215,              0.0005842,              0.0005842,              0.0005842
                     44,                0.56807,                0.27329,                0.91078,                0.98895,                0.99179,                0.99362,                0.87877,                0.58408,                0.23841,                0.93665,              0.0005743,              0.0005743,              0.0005743
                     45,                0.56626,                0.27295,                0.91514,                0.99088,                0.99093,                0.99377,                0.87416,                0.59671,                0.24481,                0.96089,              0.0005644,              0.0005644,              0.0005644
                     46,                 0.5616,                0.27132,                0.91087,                   0.99,                0.99299,                 0.9936,                0.87822,                0.59682,                0.24279,                0.94621,              0.0005545,              0.0005545,              0.0005545
                     47,                0.56867,                0.27246,                0.91612,                0.99116,                0.98806,                0.99367,                0.87914,                0.59505,                0.24994,                0.96087,              0.0005446,              0.0005446,              0.0005446
                     48,                0.56877,                0.27272,                0.91626,                0.98819,                 0.9923,                0.99331,                0.87744,                 0.5883,                0.24275,                0.95691,              0.0005347,              0.0005347,              0.0005347
                     49,                0.55654,                0.26817,                0.91008,                0.98872,                0.99179,                0.99367,                0.87853,                0.58594,                0.23878,                 0.9536,              0.0005248,              0.0005248,              0.0005248
                     50,                0.55712,                0.26706,                0.90713,                0.98884,                0.99271,                0.99351,                0.87263,                0.58441,                0.24044,                0.94934,              0.0005149,              0.0005149,              0.0005149
                     51,                0.55888,                0.26807,                0.90099,                0.99074,                 0.9921,                0.99342,                   0.88,                0.58477,                0.24168,                0.94212,               0.000505,               0.000505,               0.000505
                     52,                0.55075,                0.25962,                 0.9085,                0.99029,                 0.9923,                0.99366,                0.87629,                0.59432,                0.24043,                0.95499,              0.0004951,              0.0004951,              0.0004951
                     53,                0.54773,                0.26212,                0.90448,                0.99149,                0.99166,                0.99393,                0.88037,                0.58891,                0.23976,                0.94968,              0.0004852,              0.0004852,              0.0004852
                     54,                0.55418,                  0.264,                0.90781,                0.98913,                 0.9921,                0.99387,                0.88084,                0.59048,                0.23725,                0.95671,              0.0004753,              0.0004753,              0.0004753
                     55,                0.53503,                0.25767,                0.89962,                0.99124,                0.99058,                0.99378,                0.88817,                0.57281,                0.23282,                0.93795,              0.0004654,              0.0004654,              0.0004654
                     56,                0.54212,                0.25844,                0.89919,                0.99063,                0.99149,                0.99368,                0.87926,                0.59188,                0.23618,                0.95391,              0.0004555,              0.0004555,              0.0004555
                     57,                0.53226,                0.25477,                0.90287,                0.99058,                 0.9909,                0.99396,                0.87821,                0.58922,                0.23418,                  0.947,              0.0004456,              0.0004456,              0.0004456
                     58,                0.54239,                 0.2575,                0.90135,                0.98911,                0.99362,                0.99367,                0.87839,                0.57542,                0.23195,                0.94849,              0.0004357,              0.0004357,              0.0004357
                     59,                0.53225,                0.25735,                0.89652,                0.99213,                0.98997,                0.99381,                0.88199,                0.57366,                0.23382,                0.94103,              0.0004258,              0.0004258,              0.0004258
                     60,                0.52569,                0.25132,                0.89318,                0.98937,                0.98906,                 0.9936,                0.88059,                0.57912,                0.23969,                0.95265,              0.0004159,              0.0004159,              0.0004159
                     61,                0.53233,                0.25384,                0.90221,                0.99088,                0.99083,                0.99327,                0.88223,                0.57956,                0.23599,                0.95336,               0.000406,               0.000406,               0.000406
                     62,                0.52229,                0.24755,                0.89616,                 0.9894,                0.99289,                0.99381,                0.88302,                0.57551,                0.22809,                0.94061,              0.0003961,              0.0003961,              0.0003961
                     63,                0.53088,                0.25109,                 0.8916,                0.98971,                0.99441,                0.99394,                0.88972,                0.57697,                 0.2279,                0.93749,              0.0003862,              0.0003862,              0.0003862
                     64,                0.51853,                0.24616,                0.89186,                 0.9897,                0.99299,                0.99398,                0.88042,                 0.5815,                0.23046,                0.94514,              0.0003763,              0.0003763,              0.0003763
                     65,                0.52277,                0.24576,                0.89073,                0.98999,                0.99245,                0.99367,                0.88189,                0.57877,                0.22996,                 0.9456,              0.0003664,              0.0003664,              0.0003664
                     66,                0.51896,                 0.2449,                 0.8988,                0.98971,                0.99359,                0.99362,                0.88491,                0.58202,                0.22767,                0.95803,              0.0003565,              0.0003565,              0.0003565
                     67,                  0.519,                0.24704,                0.89409,                   0.99,                0.99261,                0.99373,                 0.8824,                0.57593,                0.22693,                0.95699,              0.0003466,              0.0003466,              0.0003466
                     68,                0.50763,                0.23728,                0.89388,                0.99138,                0.99271,                0.99375,                0.88549,                0.57725,                0.22665,                0.96241,              0.0003367,              0.0003367,              0.0003367
                     69,                 0.5117,                 0.2429,                0.89293,                0.99119,                0.99164,                0.99368,                0.88013,                  0.578,                0.22775,                0.95509,              0.0003268,              0.0003268,              0.0003268
                     70,                0.51623,                0.24452,                0.89793,                0.99002,                0.99331,                0.99398,                 0.8855,                0.57633,                0.22843,                0.94822,              0.0003169,              0.0003169,              0.0003169
                     71,                0.51942,                0.24463,                0.88918,                0.98968,                0.99362,                0.99377,                0.88088,                0.58474,                0.22745,                0.94503,               0.000307,               0.000307,               0.000307
                     72,                0.50551,                0.23782,                 0.8831,                0.99298,                0.98853,                0.99367,                0.88581,                0.57211,                 0.2207,                0.93417,              0.0002971,              0.0002971,              0.0002971
                     73,                 0.4946,                0.23111,                0.88202,                 0.9882,                0.99301,                0.99399,                 0.8855,                0.56139,                0.22153,                0.94722,              0.0002872,              0.0002872,              0.0002872
                     74,                0.49125,                0.23635,                  0.886,                0.99029,                0.99179,                0.99391,                0.88068,                0.57601,                0.22427,                0.94807,              0.0002773,              0.0002773,              0.0002773
                     75,                0.49259,                0.23267,                0.88018,                0.98999,                0.99362,                0.99385,                0.88544,                0.56977,                0.22262,                0.93682,              0.0002674,              0.0002674,              0.0002674
                     76,                0.50011,                0.23441,                0.88225,                0.98876,                0.99453,                0.99405,                0.88747,                0.57071,                0.21871,                0.94098,              0.0002575,              0.0002575,              0.0002575
                     77,                0.49795,                0.23435,                0.87678,                0.99097,                0.99362,                0.99387,                0.88531,                0.57155,                0.21767,                0.92861,              0.0002476,              0.0002476,              0.0002476
                     78,                0.47946,                0.22383,                0.87152,                 0.9909,                0.99331,                0.99383,                0.88274,                0.57271,                0.22081,                0.93315,              0.0002377,              0.0002377,              0.0002377
                     79,                0.49089,                0.23164,                0.87873,                0.98958,                0.99483,                0.99397,                 0.8851,                0.57294,                0.21899,                0.93597,              0.0002278,              0.0002278,              0.0002278
                     80,                0.48561,                0.22495,                0.87895,                0.99121,                0.99394,                0.99383,                 0.8886,                 0.5674,                0.21547,                0.93425,              0.0002179,              0.0002179,              0.0002179
                     81,                0.47682,                0.22301,                0.87013,                0.99016,                0.99453,                0.99395,                 0.8869,                0.57031,                0.21802,                0.93317,               0.000208,               0.000208,               0.000208
                     82,                 0.4804,                0.22399,                0.87364,                0.99023,                0.99483,                0.99389,                0.88761,                0.56771,                0.21494,                0.93625,              0.0001981,              0.0001981,              0.0001981
                     83,                0.46841,                0.21884,                0.87744,                0.99242,                0.99483,                 0.9939,                0.88948,                0.56323,                0.21281,                0.93658,              0.0001882,              0.0001882,              0.0001882
                     84,                0.46739,                0.22024,                0.87311,                0.98942,                0.99482,                0.99368,                0.88736,                0.56554,                0.21621,                0.93992,              0.0001783,              0.0001783,              0.0001783
                     85,                0.47395,                0.21881,                0.87401,                0.99181,                0.99406,                 0.9938,                0.88858,                0.56878,                0.21478,                0.94169,              0.0001684,              0.0001684,              0.0001684
                     86,                0.46669,                0.21597,                0.86712,                0.99304,                0.99271,                0.99362,                0.88724,                0.57292,                0.21423,                0.94885,              0.0001585,              0.0001585,              0.0001585
                     87,                0.46793,                0.21827,                0.87292,                0.99271,                0.99358,                0.99385,                0.88513,                0.56972,                0.21399,                0.94704,              0.0001486,              0.0001486,              0.0001486
                     88,                0.47003,                0.21854,                0.87439,                0.99206,                0.99301,                0.99401,                0.88827,                0.56311,                0.21183,                0.94505,              0.0001387,              0.0001387,              0.0001387
                     89,                0.46477,                0.21622,                0.87359,                0.99253,                 0.9921,                0.99391,                0.88768,                0.56366,                0.21217,                0.95197,              0.0001288,              0.0001288,              0.0001288
                     90,                0.45623,                0.21263,                0.86965,                 0.9924,                0.99219,                0.99375,                0.88687,                0.56389,                0.21353,                0.94795,              0.0001189,              0.0001189,              0.0001189
                     91,                0.45235,                0.19781,                0.87096,                0.99149,                0.99196,                0.99382,                0.89337,                0.55003,                0.21024,                 0.9463,               0.000109,               0.000109,               0.000109
                     92,                0.44215,                0.19253,                0.86285,                0.99326,                0.99271,                0.99372,                 0.8982,                0.54638,                0.20987,                0.94583,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                  0.434,                0.18965,                0.85995,                0.99181,                0.99351,                0.99363,                0.90065,                0.54918,                 0.2101,                 0.9442,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                0.43447,                 0.1893,                0.86441,                0.99292,                 0.9921,                0.99359,                0.89901,                0.54613,                0.20771,                0.94317,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                0.42812,                0.18592,                0.85914,                0.99355,                 0.9924,                0.99364,                0.90104,                0.54528,                0.20776,                0.94649,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                0.42615,                0.18679,                0.85715,                0.99284,                0.99271,                0.99353,                0.90043,                 0.5469,                0.20749,                0.94355,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                0.42451,                0.18507,                0.85731,                 0.9922,                0.99331,                0.99357,                0.90108,                0.54588,                0.20613,                0.94225,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                0.42172,                0.18321,                0.85434,                0.99301,                0.99318,                 0.9935,                0.90078,                0.54517,                0.20591,                 0.9466,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                  0.419,                 0.1822,                0.86068,                0.99271,                0.99333,                0.99364,                0.90162,                0.54418,                0.20606,                0.94621,               2.98e-05,               2.98e-05,               2.98e-05
                    100,                0.41877,                0.18328,                0.85755,                0.99225,                0.99331,                0.99365,                 0.8996,                0.54608,                0.20646,                0.94673,               1.99e-05,               1.99e-05,               1.99e-05
