               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  72,             0.75059,              0.3421,              1.1398,             0.98738,             0.97872,             0.99206,              0.8734,                   0,                   0,                   0,           0.0002971,           0.0002971,           0.0002971
                  73,              0.7478,             0.33546,              1.1406,             0.98658,              0.9834,             0.99291,             0.88299,                   0,                   0,                   0,           0.0002872,           0.0002872,           0.0002872
                  74,             0.74303,             0.33738,              1.1388,              0.9863,             0.98468,             0.99244,             0.87981,                   0,                   0,                   0,           0.0002773,           0.0002773,           0.0002773
                  75,             0.74505,             0.33432,              1.1386,              0.9854,             0.98504,             0.99299,             0.87942,                   0,                   0,                   0,           0.0002674,           0.0002674,           0.0002674
                  76,             0.72385,             0.32358,              1.1302,             0.98777,             0.98267,             0.99285,             0.87722,                   0,                   0,                   0,           0.0002575,           0.0002575,           0.0002575
                  77,              0.7346,             0.32834,              1.1288,             0.98723,             0.98708,             0.99277,             0.88533,                   0,                   0,                   0,           0.0002476,           0.0002476,           0.0002476
                  78,             0.73149,              0.3279,              1.1351,             0.98755,             0.98693,             0.99285,             0.88147,                   0,                   0,                   0,           0.0002377,           0.0002377,           0.0002377
                  79,              0.7176,             0.31961,              1.1294,             0.98814,             0.98782,             0.99303,             0.88545,                   0,                   0,                   0,           0.0002278,           0.0002278,           0.0002278
                  80,             0.71914,             0.31907,              1.1245,             0.98644,             0.98693,             0.99304,             0.88334,                   0,                   0,                   0,           0.0002179,           0.0002179,           0.0002179
                  81,              0.7273,             0.32473,              1.1318,             0.98838,             0.98275,             0.99284,             0.88675,                   0,                   0,                   0,            0.000208,            0.000208,            0.000208
                  82,             0.73373,             0.32393,              1.1306,             0.98573,             0.98661,             0.99286,             0.88111,                   0,                   0,                   0,           0.0001981,           0.0001981,           0.0001981
                  83,             0.71947,             0.32102,              1.1198,             0.98932,             0.98543,             0.99275,             0.88522,                   0,                   0,                   0,           0.0001882,           0.0001882,           0.0001882
                  84,             0.70114,             0.31198,              1.1223,             0.98516,             0.98874,             0.99266,             0.88453,                   0,                   0,                   0,           0.0001783,           0.0001783,           0.0001783
                  85,             0.71236,             0.32117,              1.1225,             0.98721,             0.98815,             0.99275,             0.88616,                   0,                   0,                   0,           0.0001684,           0.0001684,           0.0001684
                  86,              0.7104,             0.31868,              1.1202,             0.98634,             0.98768,             0.99307,             0.88804,                   0,                   0,                   0,           0.0001585,           0.0001585,           0.0001585
                  87,             0.70517,             0.31427,              1.1225,             0.98695,             0.98875,             0.99315,             0.88556,                   0,                   0,                   0,           0.0001486,           0.0001486,           0.0001486
                  88,             0.71366,             0.31601,              1.1211,             0.98872,             0.98543,             0.99251,             0.88909,                   0,                   0,                   0,           0.0001387,           0.0001387,           0.0001387
                  89,             0.70979,             0.31687,              1.1183,             0.98784,             0.98795,             0.99267,             0.88813,                   0,                   0,                   0,           0.0001288,           0.0001288,           0.0001288
                  90,              0.7019,             0.30804,              1.1226,             0.98655,             0.98875,             0.99272,             0.88651,                   0,                   0,                   0,           0.0001189,           0.0001189,           0.0001189
                  91,             0.69613,             0.30634,              1.1202,             0.98801,             0.98784,             0.99277,             0.88969,                   0,                   0,                   0,            0.000109,            0.000109,            0.000109
                  92,             0.70148,             0.30532,              1.1176,             0.98661,             0.98845,             0.99269,             0.88889,                   0,                   0,                   0,            9.91e-05,            9.91e-05,            9.91e-05
                  93,             0.69669,             0.30611,              1.1129,             0.98497,             0.98967,             0.99289,             0.89139,                   0,                   0,                   0,            8.92e-05,            8.92e-05,            8.92e-05
                  94,             0.69003,             0.29992,              1.1124,              0.9856,             0.98967,             0.99285,              0.8898,                   0,                   0,                   0,            7.93e-05,            7.93e-05,            7.93e-05
                  95,             0.67188,             0.29244,              1.1061,             0.98489,             0.99027,             0.99296,             0.89156,                   0,                   0,                   0,            6.94e-05,            6.94e-05,            6.94e-05
                  96,             0.67829,              0.2978,              1.1055,             0.98904,             0.98698,             0.99312,             0.89153,                   0,                   0,                   0,            5.95e-05,            5.95e-05,            5.95e-05
                  97,             0.66975,             0.29292,              1.1014,             0.98547,             0.98978,             0.99285,              0.8909,                   0,                   0,                   0,            4.96e-05,            4.96e-05,            4.96e-05
                  98,             0.66528,             0.29248,              1.0985,             0.98637,                0.99,             0.99298,             0.89436,                   0,                   0,                   0,            3.97e-05,            3.97e-05,            3.97e-05
                  99,             0.67034,             0.29057,              1.1047,             0.98594,             0.98997,             0.99301,             0.89335,                   0,                   0,                   0,            2.98e-05,            2.98e-05,            2.98e-05
