                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.69543,                 0.3637,                0.99918,                0.98148,                0.97599,                0.99186,                0.83608,                0.69939,                0.33165,                 1.0527,               0.000901,               0.000901,               0.000901
                     12,                0.69715,                0.36096,                0.99552,                 0.9848,                0.98359,                0.99287,                0.83891,                0.66462,                0.31023,                 1.0339,              0.0008911,              0.0008911,              0.0008911
                     13,                0.68269,                0.35842,                0.99429,                0.98388,                0.98329,                0.99316,                0.83196,                0.70264,                0.31896,                 1.0696,              0.0008812,              0.0008812,              0.0008812
                     14,                0.67508,                0.35002,                0.98817,                0.98718,                0.98024,                0.99233,                0.84876,                0.65488,                 0.2984,                 1.0305,              0.0008713,              0.0008713,              0.0008713
                     15,                0.66122,                0.34427,                0.98031,                0.97775,                0.96748,                0.99062,                 0.8336,                0.67233,                0.33344,                  1.034,              0.0008614,              0.0008614,              0.0008614
                     16,                0.67597,                0.34335,                0.98856,                0.98401,                0.98116,                0.99256,                 0.8472,                0.66019,                0.29496,                 1.0421,              0.0008515,              0.0008515,              0.0008515
                     17,                 0.6608,                0.33994,                0.98252,                0.98663,                0.98723,                0.99337,                0.84807,                 0.6504,                0.28768,                 1.0282,              0.0008416,              0.0008416,              0.0008416
                     18,                0.64967,                0.33006,                0.96974,                0.98682,                0.98571,                0.99334,                  0.849,                0.67232,                0.29057,                 1.0217,              0.0008317,              0.0008317,              0.0008317
                     19,                0.64244,                0.32443,                 0.9715,                0.98582,                0.98632,                0.99339,                0.84804,                0.66497,                0.28962,                 1.0321,              0.0008218,              0.0008218,              0.0008218
                     20,                0.63962,                0.32631,                0.96301,                0.98575,                0.98571,                0.99294,                0.84161,                0.66722,                0.29382,                 1.0435,              0.0008119,              0.0008119,              0.0008119
                     21,                0.63434,                0.31556,                0.96221,                0.98661,                0.98527,                0.99295,                0.86541,                0.63084,                0.27726,                 1.0055,               0.000802,               0.000802,               0.000802
                     22,                  0.635,                0.32211,                0.97445,                0.98252,                0.99073,                0.99321,                0.84404,                0.67885,                 0.2883,                 1.0494,              0.0007921,              0.0007921,              0.0007921
                     23,                0.62689,                0.31192,                0.95959,                0.98834,                0.98389,                0.99362,                0.85492,                0.64464,                0.28089,                 1.0156,              0.0007822,              0.0007822,              0.0007822
                     24,                 0.6315,                0.31151,                0.96436,                0.98681,                0.98936,                0.99292,                0.84752,                0.64695,                0.28443,                 1.0228,              0.0007723,              0.0007723,              0.0007723
                     25,                0.61147,                0.30513,                0.94982,                0.98692,                0.98875,                0.99338,                0.86957,                0.61391,                0.27165,                0.99882,              0.0007624,              0.0007624,              0.0007624
                     26,                0.61886,                0.30842,                0.95473,                0.98813,                0.98677,                0.99325,                0.85924,                0.63833,                0.28219,                 1.0201,              0.0007525,              0.0007525,              0.0007525
                     27,                0.62223,                0.31281,                 0.9563,                0.98886,                0.98967,                0.99266,                0.86092,                0.62519,                0.27325,                 1.0045,              0.0007426,              0.0007426,              0.0007426
                     28,                0.60719,                0.30004,                0.95395,                0.98698,                0.98784,                0.99306,                0.86625,                0.61711,                0.26174,                 0.9947,              0.0007327,              0.0007327,              0.0007327
                     29,                0.60332,                0.29653,                0.95026,                0.98521,                0.99178,                 0.9937,                0.86421,                0.62174,                0.26411,                 1.0096,              0.0007228,              0.0007228,              0.0007228
                     30,                0.59201,                0.29653,                0.94665,                 0.9869,                 0.9847,                0.99353,                 0.8593,                0.63965,                0.26911,                 1.0229,              0.0007129,              0.0007129,              0.0007129
                     31,                0.59935,                0.29136,                0.95131,                  0.987,                0.99301,                 0.9937,                0.86491,                0.61274,                0.25852,                0.99748,               0.000703,               0.000703,               0.000703
                     32,                0.59804,                0.29326,                0.94477,                0.98611,                0.99279,                0.99312,                0.86424,                 0.6181,                0.26187,                0.98837,              0.0006931,              0.0006931,              0.0006931
                     33,                0.58833,                0.29044,                 0.9391,                0.99147,                0.98945,                0.99332,                0.86534,                0.62318,                0.26408,                 0.9953,              0.0006832,              0.0006832,              0.0006832
                     34,                0.58997,                0.28719,                0.93913,                 0.9878,                0.99119,                0.99301,                0.87108,                0.61173,                0.25853,                0.99325,              0.0006733,              0.0006733,              0.0006733
                     35,                0.58648,                0.28546,                0.93694,                 0.9882,                0.99281,                0.99326,                0.86855,                0.61031,                0.25459,                0.99638,              0.0006634,              0.0006634,              0.0006634
                     36,                0.58215,                0.28814,                0.93791,                0.98847,                0.99012,                0.99322,                0.86228,                0.60962,                0.26411,                0.98603,              0.0006535,              0.0006535,              0.0006535
                     37,                0.57126,                0.28432,                0.92758,                 0.9864,                0.99218,                0.99328,                0.87086,                  0.614,                0.25843,                0.99584,              0.0006436,              0.0006436,              0.0006436
                     38,                0.57993,                 0.2846,                0.93132,                0.99048,                0.99058,                0.99357,                0.87729,                0.59187,                0.24755,                0.97754,              0.0006337,              0.0006337,              0.0006337
                     39,                0.57903,                0.28039,                 0.9318,                0.98845,                0.98997,                0.99353,                0.85792,                0.63197,                0.26207,                 1.0053,              0.0006238,              0.0006238,              0.0006238
                     40,                0.56924,                0.27685,                0.92959,                 0.9873,                0.99247,                0.99332,                0.87558,                0.60109,                 0.2529,                0.97644,              0.0006139,              0.0006139,              0.0006139
                     41,                0.57178,                0.27759,                0.92338,                0.98788,                0.99083,                0.99377,                0.86999,                0.59731,                0.25007,                0.98274,               0.000604,               0.000604,               0.000604
                     42,                0.56546,                0.27408,                0.92747,                 0.9896,                0.99027,                0.99343,                0.87772,                0.60224,                 0.2465,                0.98004,              0.0005941,              0.0005941,              0.0005941
                     43,                0.56321,                0.27299,                0.92405,                0.99119,                 0.9914,                0.99368,                0.87577,                0.59409,                0.24232,                  0.974,              0.0005842,              0.0005842,              0.0005842
                     44,                0.55379,                0.26708,                0.92474,                0.99115,                0.99149,                0.99378,                0.87716,                0.59848,                0.24374,                0.97595,              0.0005743,              0.0005743,              0.0005743
                     45,                0.55811,                 0.2697,                 0.9236,                0.98874,                0.99271,                0.99376,                0.87184,                0.59647,                0.24647,                 0.9863,              0.0005644,              0.0005644,              0.0005644
                     46,                0.55271,                0.26677,                0.92681,                0.99029,                0.99197,                0.99369,                0.87977,                0.59286,                0.24309,                0.98214,              0.0005545,              0.0005545,              0.0005545
                     47,                0.55876,                0.26905,                0.92272,                0.99176,                0.98828,                0.99381,                0.87657,                0.59446,                0.24357,                0.97151,              0.0005446,              0.0005446,              0.0005446
                     48,                0.55712,                0.26831,                 0.9184,                0.98852,                0.99422,                0.99344,                0.87564,                0.59389,                0.24225,                0.97704,              0.0005347,              0.0005347,              0.0005347
                     49,                0.54441,                0.26621,                0.92169,                0.98532,                0.99149,                0.99371,                0.87153,                0.59442,                0.24706,                0.98824,              0.0005248,              0.0005248,              0.0005248
                     50,                0.54442,                0.26388,                0.91671,                0.98791,                0.99321,                0.99353,                0.87536,                0.58902,                0.24035,                0.98677,              0.0005149,              0.0005149,              0.0005149
                     51,                0.54154,                0.26199,                0.91139,                0.98975,                0.99058,                0.99339,                0.87882,                0.57965,                0.23499,                0.96762,               0.000505,               0.000505,               0.000505
                     52,                0.53937,                0.25629,                0.91704,                0.98914,                0.98967,                0.99355,                0.87383,                0.59765,                0.24253,                0.98217,              0.0004951,              0.0004951,              0.0004951
                     53,                0.53881,                0.25713,                0.91052,                 0.9896,                0.99058,                0.99356,                 0.8804,                0.58305,                0.23833,                0.96233,              0.0004852,              0.0004852,              0.0004852
                     54,                0.53879,                0.25794,                0.91141,                 0.9914,                0.98936,                 0.9935,                0.88405,                0.58653,                0.23626,                0.97976,              0.0004753,              0.0004753,              0.0004753
                     55,                0.52515,                0.25561,                0.91044,                0.99059,                0.99202,                0.99381,                0.87476,                0.60418,                0.24098,                0.98258,              0.0004654,              0.0004654,              0.0004654
                     56,                0.53239,                0.25673,                0.91354,                0.99023,                0.99027,                0.99322,                0.87797,                0.58336,                0.23836,                0.97623,              0.0004555,              0.0004555,              0.0004555
                     57,                0.52443,                0.25245,                0.91076,                0.98892,                0.99331,                 0.9936,                0.87607,                0.59152,                0.23477,                0.97339,              0.0004456,              0.0004456,              0.0004456
                     58,                0.53308,                0.25548,                0.90691,                0.98943,                0.98936,                 0.9936,                0.88051,                 0.5852,                0.23816,                0.96963,              0.0004357,              0.0004357,              0.0004357
                     59,                0.51876,                0.25313,                0.90335,                0.99127,                 0.9924,                0.99328,                0.87855,                0.58224,                0.23405,                0.97259,              0.0004258,              0.0004258,              0.0004258
                     60,                0.51253,                0.24442,                0.89878,                0.98909,                0.99192,                 0.9939,                0.87744,                  0.582,                0.23514,                0.97452,              0.0004159,              0.0004159,              0.0004159
                     61,                0.51864,                0.25016,                0.90337,                 0.9888,                0.99295,                0.99342,                0.87909,                0.58322,                0.23643,                0.97432,               0.000406,               0.000406,               0.000406
                     62,                0.51251,                 0.2453,                0.90038,                 0.9888,                0.99301,                0.99377,                0.88076,                0.58149,                  0.235,                0.96303,              0.0003961,              0.0003961,              0.0003961
                     63,                0.51621,                0.25017,                0.90036,                0.99031,                0.99359,                 0.9938,                 0.8857,                0.56898,                0.23004,                0.96865,              0.0003862,              0.0003862,              0.0003862
                     64,                0.50519,                0.24261,                0.89839,                0.99081,                0.99088,                0.99359,                0.87968,                0.57399,                0.23102,                0.96696,              0.0003763,              0.0003763,              0.0003763
                     65,                0.50769,                0.24218,                0.89763,                0.99087,                0.99016,                0.99374,                 0.8811,                0.57982,                0.23163,                0.97853,              0.0003664,              0.0003664,              0.0003664
                     66,                0.50294,                0.24119,                0.90283,                0.98842,                0.99119,                0.99346,                0.88156,                0.58078,                0.23223,                0.97591,              0.0003565,              0.0003565,              0.0003565
                     67,                0.49886,                0.24169,                0.89509,                0.99133,                0.98936,                0.99381,                0.88323,                0.57488,                0.22856,                0.97701,              0.0003466,              0.0003466,              0.0003466
                     68,                0.49507,                 0.2358,                0.89511,                0.98956,                0.99119,                0.99321,                0.87822,                0.58223,                0.22983,                0.97654,              0.0003367,              0.0003367,              0.0003367
                     69,                0.49699,                0.23626,                0.89064,                0.99144,                0.98845,                0.99357,                0.87717,                0.58837,                0.23123,                0.97632,              0.0003268,              0.0003268,              0.0003268
                     70,                0.49989,                0.23866,                0.89812,                0.98981,                0.99331,                0.99375,                0.88275,                0.57327,                0.22817,                0.96788,              0.0003169,              0.0003169,              0.0003169
                     71,                  0.498,                0.23936,                0.89169,                 0.9917,                0.99271,                0.99356,                0.88286,                0.58096,                0.22795,                0.97375,               0.000307,               0.000307,               0.000307
                     72,                0.48929,                0.23283,                0.88938,                0.99058,                0.99033,                0.99366,                0.88366,                0.57001,                0.22366,                0.96434,              0.0002971,              0.0002971,              0.0002971
                     73,                0.48075,                 0.2282,                0.88818,                0.99034,                0.99119,                0.99384,                0.88434,                  0.569,                0.22657,                0.96225,              0.0002872,              0.0002872,              0.0002872
                     74,                0.47729,                0.23166,                0.88306,                0.98941,                 0.9939,                0.99379,                0.88432,                 0.5714,                0.22663,                0.96213,              0.0002773,              0.0002773,              0.0002773
                     75,                0.47733,                0.22727,                 0.8828,                 0.9912,                0.99256,                0.99354,                0.88507,                0.57112,                0.22344,                0.96379,              0.0002674,              0.0002674,              0.0002674
                     76,                 0.4831,                0.22892,                0.88584,                0.99058,                0.99046,                0.99398,                0.88468,                0.57506,                0.22345,                 0.9695,              0.0002575,              0.0002575,              0.0002575
                     77,                0.48024,                0.22781,                0.87974,                0.99182,                0.99301,                0.99388,                0.88608,                 0.5693,                0.22027,                0.96402,              0.0002476,              0.0002476,              0.0002476
                     78,                0.46612,                0.21925,                0.87928,                 0.9909,                0.99241,                0.99383,                0.88315,                0.58086,                  0.224,                0.96811,              0.0002377,              0.0002377,              0.0002377
                     79,                0.47475,                0.22753,                0.88286,                0.98868,                0.99422,                0.99369,                0.88599,                0.56672,                0.22418,                0.96079,              0.0002278,              0.0002278,              0.0002278
                     80,                0.46845,                0.22221,                0.88162,                0.99089,                0.99212,                 0.9939,                0.88948,                0.57087,                0.22169,                0.96727,              0.0002179,              0.0002179,              0.0002179
                     81,                0.46193,                0.22085,                0.87625,                 0.9933,                0.99111,                 0.9938,                0.88718,                 0.5709,                0.22032,                0.96481,               0.000208,               0.000208,               0.000208
                     82,                0.46508,                0.21987,                0.87929,                 0.9917,                0.99027,                0.99409,                0.88467,                0.57577,                0.22235,                0.97358,              0.0001981,              0.0001981,              0.0001981
                     83,                0.45182,                0.21297,                0.88182,                0.99269,                0.99027,                0.99383,                0.88511,                0.57246,                0.22028,                0.97413,              0.0001882,              0.0001882,              0.0001882
                     84,                0.45503,                0.21757,                0.87833,                0.99179,                0.99162,                0.99388,                0.88295,                0.56917,                0.22218,                0.97077,              0.0001783,              0.0001783,              0.0001783
                     85,                0.45747,                0.21591,                0.87685,                 0.9914,                0.99119,                0.99396,                0.88808,                0.57125,                0.22163,                0.96897,              0.0001684,              0.0001684,              0.0001684
                     86,                0.44935,                  0.213,                0.87004,                 0.9912,                0.99288,                 0.9937,                 0.8912,                0.57032,                 0.2181,                0.96936,              0.0001585,              0.0001585,              0.0001585
                     87,                  0.452,                 0.2143,                0.87584,                   0.99,                0.99278,                0.99377,                0.88342,                0.56959,                0.21898,                0.97256,              0.0001486,              0.0001486,              0.0001486
                     88,                0.45331,                0.21494,                0.87606,                0.99145,                0.99362,                0.99377,                0.88766,                0.56528,                0.21846,                0.96677,              0.0001387,              0.0001387,              0.0001387
                     89,                0.44735,                0.21139,                0.87058,                 0.9918,                0.99149,                0.99385,                0.88625,                0.57187,                0.21894,                0.96898,              0.0001288,              0.0001288,              0.0001288
                     90,                0.43963,                0.20704,                0.86695,                 0.9927,                0.99235,                0.99379,                0.89105,                0.57031,                0.21802,                0.96592,              0.0001189,              0.0001189,              0.0001189
                     91,                0.43726,                0.19521,                0.86655,                 0.9906,                 0.9925,                0.99359,                0.89424,                0.55302,                0.21532,                0.95528,               0.000109,               0.000109,               0.000109
                     92,                0.42149,                0.18963,                0.85398,                0.98941,                0.99424,                0.99354,                0.89842,                0.55147,                0.21457,                0.95188,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                0.41569,                0.18635,                0.85067,                 0.9915,                0.99254,                0.99359,                0.89945,                0.54978,                0.21332,                0.95093,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                0.41811,                0.18716,                0.85873,                 0.9901,                0.99392,                0.99384,                0.89977,                0.54861,                0.21009,                0.95489,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                0.41147,                 0.1812,                0.85187,                 0.9914,                0.99362,                 0.9938,                0.90097,                0.54891,                0.21086,                0.95362,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                0.40827,                0.18286,                0.84944,                 0.9921,                0.99253,                0.99378,                0.90029,                0.55069,                0.21171,                0.94942,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                0.40783,                0.18247,                0.84764,                 0.9915,                0.99327,                0.99372,                0.89956,                0.55029,                0.21194,                 0.9499,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                0.40332,                0.17901,                0.84585,                0.99101,                0.99331,                0.99377,                0.90048,                0.54878,                0.20989,                 0.9526,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                 0.4027,                0.17854,                0.85165,                 0.9915,                0.99256,                0.99381,                0.90177,                0.54873,                0.21003,                0.95262,               2.98e-05,               2.98e-05,               2.98e-05
                    100,                0.39836,                0.17728,                 0.8466,                0.99078,                0.99331,                0.99368,                0.90079,                0.54985,                0.20927,                 0.9541,               1.99e-05,               1.99e-05,               1.99e-05
